submission_id,question,startDate,mentioned_file,DP,question_file,unmentioned_element,experiment_id,picture2,det_competitor,competitor,target_position,time_spent,option4,det_target,option2,option3,option1,condition,item_id,endTime,item_type,complete_answer,target,age,response,comments,picture1,education,QUD,answer_file,expected_response,languages,prolific_id,item_name,unmentioned_file,gender,picture3,trial_number,startTime,chunked_answer,picture4,timeSpent,mentioned_element,reaction_times,pictureChoices,trial_name,incomplete_answer,list
26,Ist das ein Messer?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_taschenmesser.wav,NA,1,images/swissarmyknife01a.jpg,NA,NA,NA,9016,wheat,NA,swissarmyknife01a,rockingchair,litterbox,filler,231,1571478363324,filler,"Ja, das ist ein schweizer Taschenmesser.",NA,25,swissarmyknife01a,,images/litterbox.jpg,,,f_schweizertaschenmesser.wav,swissarmyknife01a,deutsch,5caa1d2a4be4c60001efca92,swiss-army-knife,NA,weiblich,images/rockingchair.jpg,8,1571477977630,"Ja, | das ist | ein schweizer Taschenmesser.",images/wheat.jpg,6.428233333333333,NA,2383|2501,swissarmyknife01a|swissarmyknife01a|swissarmyknife01a,poor_folks_visual_world,"Ja, das ist ein schweizer ...",6
26,Magst du auch das große schwarze Tier?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_baer.wav,NA,1,images/pig.jpg,NA,NA,NA,9818,blackbear,NA,pig,salmon,bat,filler,206,1571478363324,filler,"Ja, das ist ein sehr schöner schwarzer Bär.",NA,25,blackbear,,images/bat.jpg,,,f_baer.wav,blackbear,deutsch,5caa1d2a4be4c60001efca92,black-bear,NA,weiblich,images/salmon.jpg,9,1571477977630,"Ja, | das ist | ein sehr schöner schwarzer Bär.",images/blackbear.jpg,6.428233333333333,NA,2813|2350,blackbear|blackbear|blackbear,poor_folks_visual_world,"Ja, das ist ein sehr schöner schwarzer ...",1
26,Ist das ein Bild von einem Briefkasten?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),postalmailbox01.jpg,indeed,q_r_briefkasten.wav,gargabe-can,1,images/tambourine03.jpg,der,Mülleimer,1,10330,Briefkasten,der,tambourine03,Mülleimer,dolly01,reliable,33,1571478363324,critical,Das ist tatsächlich ein Bild von einem Briefkasten.,Briefkasten,25,Briefkasten,,images/dolly01.jpg,,,r_t_briefkasten.wav,Briefkasten,deutsch,5caa1d2a4be4c60001efca92,mailbox-gargabe-can,garbagebin.jpg,weiblich,images/garbagebin.jpg,10,1571477977630,Das ist | tatsächlich ein Bild von | einem Briefkasten.,images/postalmailbox01.jpg,6.428233333333333,mailbox,3175|2349,Briefkasten|Briefkasten|Briefkasten,poor_folks_visual_world,Das ist tatsächlich ein Bild von einem ...,4
26,Ist das ein Bild von einem Adler?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),eagle.jpg,actually,q_r_adler.wav,vulture,1,images/eagle.jpg,der,Geier,1,10671,bull,der,Adler,lynx01,Geier,reliable,113,1571478363324,critical,Das ist eigentlich ein Bild von einem Geier.,Adler,25,Geier,,images/vulture.jpg,,,r_e_geier.wav,Geier,deutsch,5caa1d2a4be4c60001efca92,eagle-vulture,vulture.jpg,weiblich,images/lynx01.jpg,11,1571477977630,Das ist | eigentlich ein Bild von | einem Geier.,images/bull.jpg,6.428233333333333,eagle,3069|2712,Adler|Geier|Geier,poor_folks_visual_world,Das ist eigentlich ein Bild von einem ...,2
26,Benutzt man das hier für Butter?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_messerfisch.wav,NA,1,images/butterknife.jpg,NA,NA,NA,13597,boatmotor,NA,butterknife,playground,fanblades,filler,259,1571478363324,filler,"Nein, das ist ein spezielles Messer für Fisch.",NA,25,butterknife,,images/fanblades.jpg,,,f_messerfisch.wav,butterknife,deutsch,5caa1d2a4be4c60001efca92,fish-knife,NA,weiblich,images/playground.jpg,12,1571477977630,"Nein, | das ist | ein spezielles Messer für Fisch.",images/boatmotor.jpg,6.428233333333333,NA,2743|3642,fanblades|fanblades|butterknife,poor_folks_visual_world,"Nein, das ist ein spezielles ... für Fisch.",10
26,Was ist das für ein Tier mit den langen Hörnern?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_nyala.wav,NA,1,images/nyala.jpg,NA,NA,NA,10747,dalmatian,NA,nyala,stuffedpuffin,heron01,filler,214,1571478363324,filler,Ich glaube das ist ein Nyala.,NA,25,nyala,,images/heron01.jpg,,,f_nyala.wav,nyala,deutsch,5caa1d2a4be4c60001efca92,nyala,NA,weiblich,images/stuffedpuffin.jpg,13,1571477977630,"Ich glaube, | das ist | ein Nyala.",images/dalmatian.jpg,6.428233333333333,NA,2688|2941,nyala|nyala|nyala,poor_folks_visual_world,Ich glaube das ist ein ...,3
26,Ist das ein Bild von einem Mixer?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),blender.jpg,indeed,q_r_mixer.wav,coffee-maker,1,images/kiddiepool.jpg,der,Kaffeekocher,2,11250,Mixer,der,kiddiepool,barrel01,Kaffeekocher,reliable,46,1571478363324,critical,Das ist tatsächlich ein Bild von einem Mixer.,Mixer,25,Mixer,,images/coffeemaker.jpg,,,r_t_mixer.wav,Mixer,deutsch,5caa1d2a4be4c60001efca92,blender-coffee-maker,coffeemaker.jpg,weiblich,images/barrel01.jpg,14,1571477977630,Das ist | tatsächlich ein Bild von | einem Mixer.,images/blender.jpg,6.428233333333333,blender,3499|3166,Mixer|Mixer|Mixer,poor_folks_visual_world,Das ist tatsächlich ein Bild von einem ...,5
26,Transportiert das hier Wasser?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_zement.wav,NA,1,images/angelstatue.jpg,NA,NA,NA,10171,woodencrate01,NA,angelstatue,airconditioner,cementtruck,filler,227,1571478363324,filler,"Nein, das transportiert Zement.",NA,25,cementtruck,,images/cementtruck.jpg,,,f_zement.wav,cementtruck,deutsch,5caa1d2a4be4c60001efca92,cement-truck,NA,weiblich,images/airconditioner.jpg,15,1571477977630,"Nein, | das transportiert | Zement.",images/woodencrate01.jpg,6.428233333333333,NA,2795|2255,cementtruck|cementtruck|cementtruck,poor_folks_visual_world,"Nein, das transportiert ...",5
26,Ist das ein Pferd?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_elch.wav,NA,1,images/swordfish.jpg,NA,NA,NA,11622,moose,NA,swordfish,muskox,pigeon,filler,203,1571478363324,filler,"Nein, das ist eine Elch.",NA,25,moose,,images/pigeon.jpg,,,f_elch.wav,moose,deutsch,5caa1d2a4be4c60001efca92,moose,NA,weiblich,images/muskox.jpg,16,1571477977630,"Nein, | das ist | eine Elch.",images/moose.jpg,6.428233333333333,NA,5032|2812,moose|muskox|moose,poor_folks_visual_world,"Nein, das ist eine ...",1
26,Magst du auch das große Rad?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_wagenrad.wav,NA,1,images/menwashroomsign.jpg,NA,NA,NA,10813,wagonwheel,NA,menwashroomsign,aloe01,kidpicnictable,filler,232,1571478363324,filler,"Ja, das ist ein großes Wagenrad. ",NA,25,wagonwheel,,images/kidpicnictable.jpg,,,f_wagenrad.wav,wagonwheel,deutsch,5caa1d2a4be4c60001efca92,wagon-wheel,NA,weiblich,images/aloe01.jpg,17,1571477977630,"Ja, | das ist | ein großes Wagenrad. ",images/wagonwheel.jpg,6.428233333333333,NA,2485|2973,wagonwheel|wagonwheel|wagonwheel,poor_folks_visual_world,"Ja, das ist ein großes ...",6
26,Ist das ein Bild von einem Traktor?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),tractor.jpg,actually,q_r_traktor.wav,tank,1,images/tank.jpg,der,Panzer,4,12514,foosballtable,der,Panzer,Traktor,patioumbrella,reliable,140,1571478363324,critical,Das ist eigentlich ein Bild von einem Panzer.,Traktor,25,Panzer,,images/patioumbrella.jpg,,,r_e_panzer.wav,Panzer,deutsch,5caa1d2a4be4c60001efca92,tractor-tank,tank.jpg,weiblich,images/tractor.jpg,18,1571477977630,Das ist | eigentlich ein Bild von | einem Panzer.,images/foosballtable.jpg,6.428233333333333,tractor,2284|3912,Traktor|Traktor|Panzer,poor_folks_visual_world,Das ist eigentlich ein Bild von einem ...,4
26,Benutzt man das hier für Blätter?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_harke.wav,NA,1,images/busshelter.jpg,NA,NA,NA,11147,megaphone,NA,busshelter,bowrake,dresser02,filler,249,1571478363324,filler,"Ja, das nennt sich Harke. ",NA,25,bowrake,,images/dresser02.jpg,,,f_harke.wav,bowrake,deutsch,5caa1d2a4be4c60001efca92,rake,NA,weiblich,images/bowrake.jpg,19,1571477977630,"Ja, | das nennt sich | Harke. ",images/megaphone.jpg,6.428233333333333,NA,2404|2263,bowrake|bowrake|bowrake,poor_folks_visual_world,"Ja, das nennt sich ...",9
26,Ist das ein Bild von einem Nilpferd?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),hippopotamus.jpg,indeed,q_r_nilpferd.wav,rhinoceros,1,images/sealion.jpg,das,Nashorn,4,13648,Nilpferd,das,sealion,cedarwaxwing,Nashorn,reliable,4,1571478363324,critical,Das ist tatsächlich ein Bild von einem Nilpferd.,Nilpferd,25,Nilpferd,,images/rhinoceros02.jpg,,,r_t_nilpferd.wav,Nilpferd,deutsch,5caa1d2a4be4c60001efca92,hippopotamus-rhinoceros,rhinoceros02.jpg,weiblich,images/cedarwaxwing.jpg,20,1571477977630,Das ist | tatsächlich ein Bild von | einem Nilpferd.,images/hippopotamus.jpg,6.428233333333333,hippopotamus,3602|5135,Nilpferd|Nashorn|Nilpferd,poor_folks_visual_world,Das ist tatsächlich ein Bild von einem ...,1
26,"Wie heißt das gelbe Ding, was man werfen kann?",Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_frisbee.wav,NA,1,images/trailer.jpg,NA,NA,NA,7616,shipinabottle,NA,trailer,frisbee,ferry,filler,219,1571478363324,filler,Das ist eine Frisbee. ,NA,25,frisbee,,images/ferry.jpg,,,f_frisbee.wav,frisbee,deutsch,5caa1d2a4be4c60001efca92,frisbee,NA,weiblich,images/frisbee.jpg,21,1571477977630,Das ist | eine Frisbee. ,images/shipinabottle.jpg,6.428233333333333,NA,3466,frisbee|frisbee,poor_folks_visual_world,Das ist eine ...,4
26,Magst du auch das sehr schöne Ding mit den drei Lagen?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_hochzeitskuchen.wav,NA,1,images/toysoldier01b.jpg,NA,NA,NA,9318,mirror02,NA,toysoldier01b,womenwashroomsign,weddingcake,filler,239,1571478363324,filler,"Ja, das ist ein schöner Hochzeitskuchen.",NA,25,weddingcake,,images/weddingcake.jpg,,,f_hochzeitskuchen.wav,weddingcake,deutsch,5caa1d2a4be4c60001efca92,wedding-cake,NA,weiblich,images/womenwashroomsign.jpg,22,1571477977630,"Ja, | das ist | ein schöner Hochzeitskuchen.",images/mirror02.jpg,6.428233333333333,NA,2473|2483,weddingcake|weddingcake|weddingcake,poor_folks_visual_world,"Ja, das ist ein schöner ...",7
26,Ist das ein Bild von einem Tennisschläger?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),tennisracket.jpg,actually,q_r_tennisschlaeger.wav,snowshoe,1,images/snowshoe.jpg,der,Schneeschuh,4,13034,jokercard,der,Schneeschuh,Tennisschläger,television,reliable,148,1571478363324,critical,Das ist eigentlich ein Bild von einem Schneeschuh.,Tennisschläger,25,Schneeschuh,,images/television.jpg,,,r_e_schneeschuh.wav,Schneeschuh,deutsch,5caa1d2a4be4c60001efca92,tennis-racket-snowshoe,snowshoe.jpg,weiblich,images/tennisracket.jpg,23,1571477977630,Das ist | eigentlich ein Bild von | einem Schneeschuh.,images/jokercard.jpg,6.428233333333333,tennis-racket,5363|2523,Tennisschläger|Schneeschuh|Schneeschuh,poor_folks_visual_world,Das ist eigentlich ein Bild von einem ...,5
26,Ist das ein Fisch?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_wal.wav,NA,1,images/caribou02.jpg,NA,NA,NA,11397,scorpion,NA,caribou,asianelephant,whaleshark,filler,209,1571478363324,filler,"Nein, das ist ein Waal.",NA,25,whaleshark,,images/whaleshark.jpg,,,f_wal.wav,whaleshark,deutsch,5caa1d2a4be4c60001efca92,whale,NA,weiblich,images/asianelephant.jpg,24,1571477977630,"Nein, | das ist | ein Waal.",images/scorpion.jpg,6.428233333333333,NA,3020|3230,whaleshark|whaleshark|whaleshark,poor_folks_visual_world,"Nein, das ist ein ...",2
26,Ist das große weiße Ding für die Toilette?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_klobuerste.wav,NA,1,images/toiletbrush.jpg,NA,NA,NA,10461,grill,NA,toiletbrush,strap,outdoorfireplace,filler,221,1571478363324,filler,"Ja, das ist eine Klobürste.",NA,25,toiletbrush,,images/outdoorfireplace.jpg,,,f_klobuerste.wav,toiletbrush,deutsch,5caa1d2a4be4c60001efca92,toilet-brush,NA,weiblich,images/strap.jpg,25,1571477977630,"Ja, | das ist | eine Klobürste.",images/grill.jpg,6.428233333333333,NA,2924|2543,toiletbrush|toiletbrush|toiletbrush,poor_folks_visual_world,"Ja, das ist eine ...",4
26,Magst du auch das bunte Ding?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_geschenk.wav,NA,1,images/chest01.jpg,NA,NA,NA,9933,gift01,NA,chest01,patiochair,ironingboard01,filler,258,1571478363324,filler,"Ja, das ist ein schönes Geschenk.",NA,25,gift01,,images/ironingboard01.jpg,,,f_geschenk.wav,gift01,deutsch,5caa1d2a4be4c60001efca92,gift,NA,weiblich,images/patiochair.jpg,26,1571477977630,"Ja, | das ist | ein schönes Geschenk.",images/gift01.jpg,6.428233333333333,NA,2515|2743,gift01|gift01|gift01,poor_folks_visual_world,"Ja, das ist ein schönes ...",10
26,Ist das ein Bild von einem Huhn?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),hen.jpg,actually,q_r_huhn.wav,rooster,1,images/hen.jpg,der,Hahn,1,9699,killerwhale,das,Huhn,rockbass,Hahn,reliable,105,1571478363324,critical,Das ist eigentlich ein Bild von einem Hahn.,Huhn,25,Hahn,,images/rooster.jpg,,,r_e_hahn.wav,Hahn,deutsch,5caa1d2a4be4c60001efca92,chicken-rooster,rooster.jpg,weiblich,images/rockbass.jpg,27,1571477977630,Das ist | eigentlich ein Bild von | einem Hahn.,images/killerwhale.jpg,6.428233333333333,chicken,2792|2576,Huhn|Hahn|Hahn,poor_folks_visual_world,Das ist eigentlich ein Bild von einem ...,1
26,Gehört das auf Autoräder?,Sat Oct 19 2019 11:39:37 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_radkappe.wav,NA,1,images/hubcap.jpg,NA,NA,NA,8766,discoball,NA,hubcap,crown,exercisemachine,filler,242,1571478363324,filler,"Ja, das ist eine Radkappe.",NA,25,hubcap,,images/exercisemachine.jpg,,,f_radkappe.wav,hubcap,deutsch,5caa1d2a4be4c60001efca92,hubcap,NA,weiblich,images/crown.jpg,28,1571477977630,"Ja, | das ist | eine Radkappe.",images/discoball.jpg,6.428233333333333,NA,2543|2533,hubcap|hubcap|hubcap,poor_folks_visual_world,"Ja, das ist eine ...",7
27,"Wie heißt das gelbe Ding, was man werfen kann?",Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_frisbee.wav,NA,1,images/trailer.jpg,NA,NA,NA,16603,shipinabottle,NA,trailer,frisbee,ferry,filler,219,1571478377384,filler,Das ist eine Frisbee. ,NA,29,frisbee,,images/ferry.jpg,Universitärer Abschluss,,f_frisbee.wav,frisbee,Deutsch,5cfcbd1a9ba985000103baa4,frisbee,NA,männlich,images/frisbee.jpg,1,1571478062664,Das ist | eine Frisbee. ,images/shipinabottle.jpg,5.245333333333333,NA,7932,frisbee|frisbee,poor_folks_visual_world_training,Das ist eine ...,4
27,"Magst du auch das Ding, was wie ein Pferd aussieht?",Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_springerschach.wav,NA,1,images/bassguitar.jpg,NA,NA,NA,11405,aluminiumfoil,NA,bassguitar,chessknight03a,visor,filler,243,1571478377384,filler,"Ja, das ist ein Springer im Schach.",NA,29,chessknight03a,,images/visor.jpg,Universitärer Abschluss,,f_springerschach.wav,chessknight03a,Deutsch,5cfcbd1a9ba985000103baa4,chess-knight,NA,männlich,images/chessknight03a.jpg,2,1571478062664,"Ja, | das ist | ein Springer im Schach.",images/aluminiumfoil.jpg,5.245333333333333,NA,2891|2036,chessknight03a|chessknight03a|chessknight03a,poor_folks_visual_world_training,"Ja, das ist ein ...",8
27,Was ist das für ein Tier mit dem seltsamen Kopf?,Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_tintenfisch.wav,NA,1,images/cuttlefish.jpg,NA,NA,NA,10620,mouse,NA,cuttlefish,kingfisher,grizzly,filler,202,1571478377384,filler,Das ist ein Tintenfisch.,NA,29,cuttlefish,,images/grizzly.jpg,Universitärer Abschluss,,f_tintenfisch.wav,cuttlefish,Deutsch,5cfcbd1a9ba985000103baa4,cuttlefish,NA,männlich,images/kingfisher.jpg,1,1571478062664,Das ist | ein Tintenfisch.,images/mouse.jpg,5.245333333333333,NA,1968,mouse|cuttlefish,poor_folks_visual_world,Das ist ein ...,1
27,Ist das ein Bild von einer Schraube?,Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),bolt01a.jpg,actually,q_r_schraube.wav,bullet,1,images/lantern03.jpg,die,Gewehrkugel,1,10619,Gewehrkugel,die,lantern03,Schraube,waterlily,reliable,145,1571478377384,critical,Das ist eigentlich ein Bild von einer Gewehrkugel.,Schraube,29,Gewehrkugel,,images/waterlily.jpg,Universitärer Abschluss,,r_e_gewehrkugel.wav,Gewehrkugel,Deutsch,5cfcbd1a9ba985000103baa4,bolt-bullet,bullet.jpg,männlich,images/bolt01a.jpg,2,1571478062664,Das ist | eigentlich ein Bild von | einer Gewehrkugel.,images/bullet.jpg,5.245333333333333,bolt,4083|2183,Schraube|Gewehrkugel|Gewehrkugel,poor_folks_visual_world,Das ist eigentlich ein Bild von einer ...,5
27,Macht man hiermit den Boden sauber?,Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_staubsauger.wav,NA,1,images/flipflop01b.jpg,NA,NA,NA,7536,drumset,NA,flipflop01b,curtain,vacuumcleaner01,filler,240,1571478377384,filler,"Ja, das ist ein Staubsauger.",NA,29,vacuumcleaner01,,images/vacuumcleaner01.jpg,Universitärer Abschluss,,f_staubsauger.wav,vacuumcleaner01,Deutsch,5cfcbd1a9ba985000103baa4,vacuum-cleaner,NA,männlich,images/curtain.jpg,3,1571478062664,"Ja, | das ist | ein Staubsauger.",images/drumset.jpg,5.245333333333333,NA,1879|1946,vacuumcleaner01|vacuumcleaner01|vacuumcleaner01,poor_folks_visual_world,"Ja, das ist ein ...",7
27,Ist das ein Lieferwagen?,Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_lieferwagen.wav,NA,1,images/microphone01.jpg,NA,NA,NA,5467,pitchfork,NA,microphone01,mailtruck,projectorscreen,filler,244,1571478377384,filler,"Ja, das ist ein Lieferwagen.",NA,29,mailtruck,,images/projectorscreen.jpg,Universitärer Abschluss,,f_lieferwagen.wav,mailtruck,Deutsch,5cfcbd1a9ba985000103baa4,delivery-truck,NA,männlich,images/mailtruck.jpg,4,1571478062664,"Ja, | das ist | ein Lieferwagen.",images/pitchfork.jpg,5.245333333333333,NA,1474|1316,mailtruck|mailtruck|mailtruck,poor_folks_visual_world,"Ja, das ist ein ...",8
27,Ist das ein Bild von einer Ameise?,Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),ant.jpg,indeed,q_r_ameise.wav,cockroach,1,images/antelope.jpg,die,Kakerlake,3,8864,Kakerlake,die,antelope,Ameise,hyena,reliable,3,1571478377384,critical,Das ist tatsächlich ein Bild von einer Ameise.,Ameise,29,Ameise,,images/hyena.jpg,Universitärer Abschluss,,r_t_ameise.wav,Ameise,Deutsch,5cfcbd1a9ba985000103baa4,ant-cockroach,cockroach02.jpg,männlich,images/ant.jpg,5,1571478062664,Das ist | tatsächlich ein Bild von | einer Ameise.,images/cockroach02.jpg,5.245333333333333,ant,2149|2756,Ameise|Kakerlake|Ameise,poor_folks_visual_world,Das ist tatsächlich ein Bild von einer ...,1
27,"Findest du nicht, dass dieses hier stachelig ist?",Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_kakteen.wav,NA,1,images/locker.jpg,NA,NA,NA,9089,soccercleat01,NA,locker,cactus,safetyglasses,filler,220,1571478377384,filler,"Ja, Kakteen sind meistens sehr stachelig.",NA,29,cactus,,images/safetyglasses.jpg,Universitärer Abschluss,,f_kakteen.wav,cactus,Deutsch,5cfcbd1a9ba985000103baa4,cactus,NA,männlich,images/cactus.jpg,6,1571478062664,"Ja, | Kakteen sind meistens | sehr stachelig.",images/soccercleat01.jpg,5.245333333333333,NA,1935|1361,cactus|cactus|cactus,poor_folks_visual_world,"Ja, ... sind meistens sehr stachelig.",4
27,Ist das ein Bild von einem Bus?,Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),bus.jpg,indeed,q_r_bus.wav,truck,1,images/poolnet.jpg,der,Lastwagen,1,7255,Bus,der,poolnet,Lastwagen,birdnest,reliable,25,1571478377384,critical,Das ist tatsächlich ein Bild von einem Bus.,Bus,29,Bus,,images/birdnest.jpg,Universitärer Abschluss,,r_t_bus.wav,Bus,Deutsch,5cfcbd1a9ba985000103baa4,bus-truck,boxtruck.jpg,männlich,images/boxtruck.jpg,7,1571478062664,Das ist | tatsächlich ein Bild von | einem Bus.,images/bus.jpg,5.245333333333333,bus,1777|1350,Bus|Bus|Bus,poor_folks_visual_world,Das ist tatsächlich ein Bild von einem ...,3
27,Ist das ein Boot?,Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_boot.wav,NA,1,images/aquarium.jpg,NA,NA,NA,6187,halogenlightbulb,NA,aquarium,officecabinet,boat,filler,236,1571478377384,filler,"Ja, das ist ein Boot. ",NA,29,boat,,images/boat.jpg,Universitärer Abschluss,,f_boot.wav,boat,Deutsch,5cfcbd1a9ba985000103baa4,boat,NA,männlich,images/officecabinet.jpg,8,1571478062664,"Ja, | das ist | ein Boot. ",images/halogenlightbulb.jpg,5.245333333333333,NA,1935|1440,boat|boat|boat,poor_folks_visual_world,"Ja, das ist ein ...",6
27,Magst du auch das bunte Ding?,Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_serviette.wav,NA,1,images/cymbal.jpg,NA,NA,NA,7571,spotlight,NA,cymbal,outdoorchair,napkin,filler,246,1571478377384,filler,"Ja, das ist eine sehr schöne Serviette. ",NA,29,napkin,,images/napkin.jpg,Universitärer Abschluss,,f_servierte.wav,napkin,Deutsch,5cfcbd1a9ba985000103baa4,napkin,NA,männlich,images/outdoorchair.jpg,9,1571478062664,"Ja, | das ist | eine sehr schöne Serviette. ",images/spotlight.jpg,5.245333333333333,NA,1462|2891,napkin|napkin|napkin,poor_folks_visual_world,"Ja, das ist eine sehr schöne ...",8
27,Ist das ein Bild von einer Gardarobe?,Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),coatrack.jpg,actually,q_r_gadrobe.wav,lamp,1,images/floorlamp.jpg,die,Lampe,3,7907,microwave,die,Lampe,espressomachine,Gardarobe,reliable,155,1571478377384,critical,Das ist eigentlich ein Bild von einer Lampe.,Gardarobe,29,Lampe,,images/coatrack.jpg,Universitärer Abschluss,,r_e_lampe.wav,Lampe,Deutsch,5cfcbd1a9ba985000103baa4,coat-rack-lamp,floorlamp.jpg,männlich,images/espressomachine.jpg,10,1571478062664,Das ist | eigentlich ein Bild von | einer Lampe.,images/microwave.jpg,5.245333333333333,coat-rack,2790|1676,Gardarobe|Lampe|Lampe,poor_folks_visual_world,Das ist eigentlich ein Bild von einer ...,6
27,Ist das ein Bild von einem Kabel?,Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),usbcable01a.jpg,actually,q_r_kabel1.wav,hose,1,images/diploma01.jpg,der,Schlauch,2,12812,Schlauch,das,diploma01,clover,Kabel,reliable,158,1571478377384,critical,Das ist eigentlich ein Bild von einem Schlauch.,Kabel,29,Schlauch,,images/usbcable01a.jpg,Universitärer Abschluss,,r_e_schlauch.wav,Schlauch,Deutsch,5cfcbd1a9ba985000103baa4,cable-hose,hose.jpg,männlich,images/clover.jpg,11,1571478062664,Das ist | eigentlich ein Bild von | einem Schlauch.,images/hose.jpg,5.245333333333333,cable,5963|2373,Kabel|Kabel|Schlauch,poor_folks_visual_world,Das ist eigentlich ein Bild von einem ...,6
27,Magst du auch das Ding mit der Blume?,Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_gemaelde.wav,NA,1,images/cashregister01.jpg,NA,NA,NA,8414,painting,NA,cashregister01,exitsign,entrancegate,filler,241,1571478377384,filler,"Ja, das ist ein schönes Gemälde. ",NA,29,painting,,images/entrancegate.jpg,Universitärer Abschluss,,f_gemaelde.wav,painting,Deutsch,5cfcbd1a9ba985000103baa4,painting,NA,männlich,images/exitsign.jpg,12,1571478062664,"Ja, | das ist | ein schönes Gemälde. ",images/painting.jpg,5.245333333333333,NA,2779|1563,painting|painting|painting,poor_folks_visual_world,"Ja, das ist ein schönes ...",7
27,Ist das eine Geige?,Sat Oct 19 2019 11:41:02 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_cello.wav,NA,1,images/coffeemachine.jpg,NA,NA,NA,13252,football,NA,coffeemachine,cello,towelrack,filler,228,1571478377384,filler,"Nein, das hier ist größer. Das ist ein Cello.",NA,29,cello,,images/towelrack.jpg,Universitärer Abschluss,,f_cello.wav,cello,Deutsch,5cfcbd1a9ba985000103baa4,cello,NA,männlich,images/cello.jpg,13,1571478062664,"Nein, | das hier ist größer. | Das ist | ein Cello.",images/football.jpg,5.245333333333333,NA,2003|1417|5884,cello|cello|cello|cello,poor_folks_visual_world,"Nein, das hier ist größer. Das ist ein ...",5
